,,,,,
University of Arusha (UoA),Diploma in Business Information Technology,"Holders of Technician Certificate (NTA Level 5) in Computer Science
(CS), Information Technology (IT), Business Information Technology
(BIT) OR Advanced Certificate of Secondary Examination One Principal
Pass and one Subsidiary Pass in Principal Subjects.",2,50,"Local Fee: TSH. 790,000/="
University of Arusha (UoA),Diploma in Education,"Holders of Certificate in Education OR Advanced Certificate of
Secondary Education Examination With One Principal Pass and one
Subsidiary in Principal Subjects.",2,100,"Local Fee: TSH. 790,000/="
University of Arusha (UoA),"Diploma in Office Administration and Human
Resource Management","Holders of Certificate in Office Administration, Human Resource
Management, Local Government Administration, Records
Management, Secretarial Studies, Community Development, Business
Administration.",2,200,"Local Fee: TSH. 790,000/="
University of Arusha (UoA),Diploma in Theology,"Holders of any Certificate from Recognized Institutions OR Advanced
Certificate of Secondary Education Examination (ACSEE) with one
Principal pass and one Subsidiary in Principal Subject.",2,100,"Local Fee: TSH. 790,000/="
University of Arusha (UoA),Ordinary Diploma in Accountancy,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects including Basic
Mathematics OR National Vocational Award (NVA ) Level III with at
least two (2) passes in Certificate of Secondary Education
Examinations (CSEE)",3,230,"Local Fee: TSH. 790,000/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Accountancy
OR Advanced Certificate of Secondary Education Examination (ACSEE)
with at least one Principal Pass and Subsidiary in Principal subjects",2,200,
University of Arusha (UoA),Ordinary Diploma in Business Administration,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects OR National
Vocational Award (NVA ) Level III with a Certificate of Secondary
Education Examinations (CSEE)",3,150,"Local Fee: TSH. 790,000/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Business
Administration, Marketing, Procurement and Supply OR Advanced
Certificate of Secondary Education Examination (ACSEE) with one
Principal pass and one Subsidiary in Principal subjects",2,200,
University of Arusha (UoA),"Ordinary Diploma in Computing and Information
Communication Technology","Holders of Certificate of Secondary Education Examination (CSEE)
with four (4) passes in non-religious subjects including passes in Basic
Mathematics and English Language.",3,100,"Local Fee: TSH. 790,000/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Computing and
Information Technology OR Advanced Certificate of Secondary Education Examination (ACSEE) with ONE principal pass and ONE
subsidiary pass.",2,50,
University of Arusha (UoA),Ordinary Diploma in Procurement and Supply,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects OR National
Vocational Award (NVA ) Level III with at least two (2) passes in
Certificate of Secondary Education Examinations (CSEE)",3,200,"Local Fee: TSH. 790,000/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Procurement
and supply, Business Administration, Logistics, Clearing and
Forwarding OR Advanced Certificate of Secondary Education
Examination (ACSEE) with one Principal Pass and subsidiary in
Principal subjects",2,200,
University of Arusha (UoA),"Ordinary Diploma in Records and Archives
Management","Holders of Certificate of Secondary Education Examination (CSEE)
with at least Four (4) passes in Non-religious subjects",3,150,"Local Fee: TSH. 790,000/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Record
Management, Medical Records, Library and Information Sciences OR
Advanced Certificate of Secondary Education Examination (ACSEE)
with one Principal pass and Subsidiary pass in Principal subjects",2,150,
,,,,,
,,,,,
university_name,Program Name (Award),Admission Requirements,Program Duration (Yrs),Admission Capacity,Tuition Fees
University of Dar es Salaam (UDSM),Diploma in Chinees Language,"Holders of Advanced Certificate of Secondary Education Examination
with Two Principal Passes in either Language Subjects or Science
Subjects.",2,50,"Local Fee: TSH. 995,000/="
University of Dar es Salaam (UDSM),Diploma in Computer Science,"Holders of Certificate in Computer Sciences, Computer Engineering
OR Advanced Certificate of Secondary Education Examination (ACSEE)
with One Principal Pass and One Subsidiary Pass in Principal Subjects",2,40,"Local Fee: TSH. 920,000/="
University of Dar es Salaam (UDSM),Diploma in Journalism,"Holders of Certificate in Journalism, Mass Communication, Public
Relation OR Advanced Certificate of Secondary Education Examination (ACSEE) with one Principal pass and one Subsidiary in Principal
subjects",2,50,"Local Fee: TSH. 995,000/="
,,,,,
,,,,,
,,,,,
university_name,Program Name (Award),Admission Requirements,Program Duration (Yrs),Admission Capacity,Tuition Fees
University of Dodoma (UDOM),Diploma in Accounting and Finance,"Holders of Basic Technician Certificate (NTA Level 4) in Accountancy
OR Advanced Certificate of Secondary Education Examination (ACSEE)
with at least one Principal pass and one Subsidiary in Principal
Subject.",2,100,"Local Fee: TSH. 900,000/="
University of Dodoma (UDOM),Diploma in Computer and Business Management,"Holders of Basic Technician Certificate (NTA Level 4) in Business
Information Technology, Information Technology, Computer
Sciences/Engineering OR Advanced Certificate of Secondary Education
Examination (ACSEE) with at least one Principal Pass and one
Subsidiary in principal subjects.",2,40,"Local Fee: TSH. 900,000/="
University of Dodoma (UDOM),Diploma in Computer Science,"Holders of Basic Technician Certificate (NTA Level 4) in Computer
Sciences/Engineering OR Advanced Certificate of Secondary Education
Examination (ACSEE) with at least one Principal Pass and one
Subsidiary in principal subjects.",2,120,"Local Fee: TSH. 900,000/="
University of Dodoma (UDOM),Diploma in Education (chemistry and Biology),"Holders of Advanced Certificate of Secondary Education Examination
(ACSEE) with one Principal pass and Subsidiary pass in Chemistry and
Biology.",2,100,"Local Fee: TSH. 600,000/="
University of Dodoma (UDOM),Diploma in Education (mathematics and Ict),"Holders of Advanced Certificate of Secondary Education Examination
(ACSEE) with one Principal pass must be in Advanced Mathematics.",2,200,"Local Fee: TSH. 600,000/="
University of Dodoma (UDOM),Diploma in Educational Technology,"Holders of Advanced Certificate of Secondary Education Examination
(ACSEE) with one principal pass in science subjects and subsidiary pass
in principal subjects.",2,90,"Local Fee: TSH. 900,000/="
University of Dodoma (UDOM),Diploma in Film Production,"Holders of Basic Technician Certificate in Film and TV Production,
Performing and visual Art, Education, Journalism, Music, Arts and
Sports, Education OR Advanced Certificate of Secondary Examination (ACSEE) with at least one Principal pass and one Subsidiary in
principal subjects.",2,40,"Local Fee: TSH. 900,000/="
University of Dodoma (UDOM),Diploma in Forensic Science,"Advanced Certificate of Secondary Education Examination (ACSEE)
with at least one principal pass from Biology, Physics/Engineering
Science or Food Science and a subsidiary in Chemistry. OR Certificate
in Forensic Sciences with an average of ?B? grade PLUS at least four
passes in non-religious subjects at O-Level.",2,100,"Local Fee: TSH. 900,000/="
University of Dodoma (UDOM),"Diploma in Forest Management and Nature
Conservation","Advanced Certificate of Secondary Education Examination (ACSEE)
with at least one principal pass and one subsidiary in Science
subjects. OR Certificate in Forest Management and Nature
Conservation with an average of ?B? grade PLUS at least four passes in
non-religious subjects at O-Level.",2,90,"Local Fee: TSH. 900,000/="
University of Dodoma (UDOM),Diploma in Ict with Education,"Holders Of Certificate Of Secondary Education Examination (CSEE)
with at least four (4) Passes in non-religious Subjects.",3,10,"Local Fee: TSH. 600,000/="
University of Dodoma (UDOM),"Diploma in Information and Telecommunication
Technology","Holders of Advanced Certificate of Secondary Education Examination
(ACSEE) with one Principal pass and Subsidiary pass in science
subjects.",2,90,"Local Fee: TSH. 900,000/="
University of Dodoma (UDOM),"Diploma in Information Communication
Technology","Advanced Certificate of Secondary Education Examination (ACSEE)
with at least one principal pass and one subsidiary in Science
subjects. OR Certificate in Computer Science, Computing and
Information Communication Technology, Information Technology or
Business Information Technology with an average of ?B? grade PLUS at
least four passes in non-religious subjects at O-Level.",2,100,"Local Fee: TSH. 900,000/="
University of Dodoma (UDOM),Diploma in Mass Communication,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least Four (4) Passes in Non-religious subjects.",2,12,"Local Fee: TSH. 600,000/="
University of Dodoma (UDOM),Diploma in Medical Laboratory,"Holders of Technician Certificate (NTA Level 5) in Medical Laboratory
Sciences",3,120,"Local Fee: TSH. 1,200,000/="
University of Dodoma (UDOM),"Diploma in Mineral Exploration and Mining
Geology","Holders of Advanced Certificate of Secondary Education Examination
(CSEE) with one principal pass and one subsidiary pass in the following
subjects Advanced Mathematics, Physics or Chemistry",2,100,"Local Fee: TSH. 900,000/="
University of Dodoma (UDOM),Diploma in Nursing and Midwifery,"Holders of Technician Certificate (NTA Level 5) in Nursing and
Midwifery",1,150,"Local Fee: TSH. 1,200,000/="
University of Dodoma (UDOM),Diploma in Pharmacy,"Holders of Certificate of Secondary Education Examination (CSEE)
with at four (4) passes including credit Passes in Science Subjects
Physics or Basic Mathematics, Chemistry and Biology.",3,120,"Local Fee: TSH. 1,200,000/="
University of Dodoma (UDOM),"Diploma in Procurement and Logistics
Management","Holders of Basic Technician Certificate (NTA Level 4) in Procurement
and Logistic Management, Business Administration, Logistics, Clearing
and Forwarding OR Advanced Certificate of Secondary Education
Examination (ACSEE) with One Principal Pass and one Subsidiary in
principal subjects.",2,10,"Local Fee: TSH. 600,000/="
University of Dodoma (UDOM),"Diploma in Project Planning and Management
(dppm)","Holders of Basic Technician Certificate (NTA Level 4) in Project
Planning and Management, Procurement and Logistic Management,
Business Administration, Logistics, Clearing and Forwarding, Public
Administration, Local Government Administration OR Advanced
Certificate of Secondary Education Examination (ACSEE) with One
Principal Pass and one Subsidiary pass in principal subjects",2,100,"Local Fee: TSH. 600,000/="
University of Dodoma (UDOM),Diploma in Public Administration and Management,"Holders of Basic Technician Certificate (NTA Level 4 ) in Public
Administration and Management, Human Resource Management, Local
Government Administration OR Advanced Certificate of Secondary
Education Examination with one Principal Pass and two Subsidiary in
principal Subjects.",2,100,"Local Fee: TSH. 600,000/="
University of Dodoma (UDOM),Diploma in Statistics,"Holders of Basic Technician Certificate (NTA Level 4) in Statistics or
Economics",2,10,"Local Fee: TSH. 900,000/="
University of Dodoma (UDOM),Ordinary Diploma in Nursing and Midwifery,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects including
Chemistry, Biology and Physics/Engineering Sciences. A pass in Basic
Mathematics and English Language is an added advantage.",3,120,"Local Fee: TSH. 3,000,000/="
,,,,,
,,,,,
university_name,Program Name (Award),Admission Requirements,Program Duration (Yrs),Admission Capacity,Tuition Fees
University of Iringa (UoI),Diploma in Accountancy,"Holder of Certificate in Accountancy or Advanced Certificate of
Secondary Education Examination (ACSEE) with one Principal Pass and
one Subsidiary in Principal Subjects",2,100,"Local Fee: TSH. 700,000/="
University of Iringa (UoI),Diploma in Accounting and Finance,"Holders Certificate in Accountancy, Business Administration OR of
Advanced Certificate of Secondary Education Examination(ACSEE)
with One Principal Pass and one Subsidiary in Relevant Subjects.",2,100,"Local Fee: TSH. 700,000/="
University of Iringa (UoI),Diploma in Business Administration,"Holder of Certificate in Business Administration, Marketing or
Advanced Certificate of Secondary Education Examination (ACSEE)
with One Principal Pass and one Subsidiary in Relevant Subjects.",2,200,"Local Fee: TSH. 700,000/="
University of Iringa (UoI),Diploma in Community Development,"Holders of Certificate in Community Development, Gender, Social
Work, Youth Work, Certificate from Tanzania Police School - Moshi,
Tanzania Police Staff College - Kidatu, zanzibar Police College -
Zanzibar and above or Advanced Certificate of Secondary Education
Examination (ACSEE) with One Principal Pass and one Subsidiary in
Principal Subjects.",2,250,"Local Fee: TSH. 700,000/="
University of Iringa (UoI),Diploma in Counseling Psychology,"Holders Certificate in Community Development, Nursing, Counseling ,
Certificate from Tanzania Police School - Moshi, Tanzania Police Staff
College - Kidatu, Zanzibar Police College - Zanzibar or Advanced
Certificate of Secondary Education Examination (ACSEE) with One
Principal Pass and one Subsidiary in Principal Subjects.",2,100,"Local Fee: TSH. 700,000/="
University of Iringa (UoI),Diploma in Human Resource Management,"Holder of Certificate in Human Resource Management, Local
Government Administration with OR Advanced Certificate of
Secondary Education Examination (ACSEE) with One Principal Pass and
one Subsidiary pass Principal Subjects.",2,200,"Local Fee: TSH. 700,000/="
University of Iringa (UoI),Diploma in Information Technology,"Holders Certificate in Computer Science (CS), Information Technology
(IT), Business Information Technology (BIT), Records, Achieves and
Information Management, Certificate in Education (Grade III A); OR
Advanced Certificate of Secondary Examination (ACSEE) with One
Principal Pass and Two Subsidiary Pass",2,150,"Local Fee: TSH. 700,000/="
University of Iringa (UoI),Diploma in Journalism,"Holder of Certificate in Journalism, Public Relation, Mass
Communication or Advanced Certificate of Secondary Education Examination (ACSEE) with One Principal Pass and one Subsidiary pass
in Principal Subjects.",2,100,"Local Fee: TSH. 700,000/="
University of Iringa (UoI),Diploma in Law,"Holder of Certificate in Law, international Relation,Certificate from
Tanzania Police School - Moshi, Tanzania Police Staff College - Kidatu,
Zanzibar Police College - Zanzibar and above OR Holder of Advanced
Certificate of Secondary Education Examination(ACSEE) with One
Principal Pass and one Subsidiary in Principal Subjects.",2,300,"Local Fee: TSH. 700,000/="
University of Iringa (UoI),Diploma in Leisure and Tourism Studies,"Holders of Certificate in Leisure and Tourism Studies,Tour Guide,
Wildlife Management ,Wildlife Tourism OR Advanced Certificate of
Secondary Education Examination (ACSEE) with One Principal Pass and
one Subsidiary in Principal Subjects.",2,100,"Local Fee: TSH. 700,000/="
University of Iringa (UoI),Diploma in Procurement and Material Management,"Holders Certificate in Procurement and Supply, Logistics managements
OR Advanced Certificate of Secondary Education Examination(ACSEE)
with at least one Principal Pass and one Subsidiary in Principal
Subjects",2,200,"Local Fee: TSH. 700,000/="
University of Iringa (UoI),Diploma in Theology,"Holders of Certificate of Secondary Education Examination (CSEE)
with At Least four (4) Passes including Religious Subjects.",3,50,"Local Fee: TSH. 500,000/="
,,,,,
,,,,,
university_name,Program Name (Award),Admission Requirements,Program Duration (Yrs),Admission Capacity,Tuition Fees
Zanzibar University (ZU),Diploma in Arts with Education,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects with division
three",2,50,"Local Fee: TSH. 1,200,000/="
Zanzibar University (ZU),Diploma in Clinical Medicine,"Holders of CSEE with passes in Physics, Chemistry, and Bilogy",3,30,"Local Fee: TSH. 1,600,000/="
Zanzibar University (ZU),"Diploma in Community Development and Social
Administration","Holders of Basic Technician Certificate (NTA Level 4) in Community
Development, Community Health, Social Work, Gender, Youth
Economics OR Advanced Certificate Of Secondary Education
Examination (ACSEE) with at least one Principal pass and one
Subsidiary in Principal subjects",2,50,"Local Fee: TSH. 900,000/="
Zanzibar University (ZU),Diploma in Counselling and Psychology,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects OR National
Vocational Award (NVA) Level III with a Certificate of Secondary
Education Examination (CSEE)",3,50,"Local Fee: TSH. 900,000/="
Zanzibar University (ZU),Diploma in Law,"Holders of Basic Technician Certificate in Law; OR Advance Certificate
of Secondary Education Examination (ACSEE) with at least one
Principal Pass and one Subsidiary in Principal subjects",2,50,"Local Fee: TSH. 1,200,000/="
Zanzibar University (ZU),Diploma in Science with Education,"Holders of Certificate of Secondary Education Examination with
Division three with at least two passes in science subjects (Physics,
Chemistry and Biology)",2,50,"Local Fee: TSH. 1,255,400/="
Zanzibar University (ZU),Ordinary Diploma in Accountancy,"Holders of Certificate of Secondary Education Examination with at
least four (4) passes in non-religious subjects including Basic
Mathematics",3,100,"Local Fee: TSH. 1,800,000/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Accountancy
OR Advanced Certificate of Secondary Education Examination (ACSEE)
with at least one Principal pass and one Subsidiary in Principal
subjects",2,100,
Zanzibar University (ZU),Ordinary Diploma in Business Administration,"Holders of Certificate of Secondary Education Examination with at
least four (4) passes in non-religious subjects",3,100,"Local Fee: TSH. 1,800,000/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Business
Administration, Accountancy, Marketing, Procurement and Supply OR
Advanced Certificate of Secondary Education Examination (ACSEE)
with at least one Principal pass and one Subsidiary in Principal
subjects",2,100,
Zanzibar University (ZU),Ordinary Diploma in Clinical Medicine,"Holders of Certificate of Secondary Education Examination (CSEE)
with four (4) passes in non-religious subjects including Chemistry,
Biology and Physics/Engineering Sciences. A pass in Basic Mathematics
and English Language is an added advantage.",3,100,"Local Fee: TSH. 1,600,000/="
Zanzibar University (ZU),Ordinary Diploma in Community Development,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects",3,100,"Local Fee: TSH. 1,800,000/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Community
Development OR Advanced Certificate of Secondary Education
Examination (ACSEE) with at least one Principal pass and one
Subsidiary in Principal subjects",2,50,
Zanzibar University (ZU),"Ordinary Diploma in Computing and Information
Technology","Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious Subjects Include passes in
Basic Mathematics and English Language.",3,50,"Local Fee: TSH. 1,800,000/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Information
and Communication Technology (ICT) related field or its equivalence
recognised by NACTE OR Advanced Certificate of Secondary Education
Examination (ACSEE) with at least ONE Principal Pass and ONE
Subsidiary Pass in Principal Subjects.",2,50,
Zanzibar University (ZU),Ordinary Diploma in Medical Laboratory Sciences,"Holders of Certificate of Secondary Education Examination (CSEE)
with four (4) passes in non-religious subjects including Chemistry,
Biology and Physics/Engineering Sciences. A pass in Basic Mathematics
and English Language is an added advantage.",3,100,"Local Fee: TSH. 1,600,000/="
Zanzibar University (ZU),Ordinary Diploma in Nursing and Midwifery,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects including
Chemistry, Biology and Physics/Engineering Sciences. A pass in Basic
Mathematics and English Language is an added advantage.",3,100,"Local Fee: TSH. 1,800,000/="
Zanzibar University (ZU),Ordinary Diploma in Procurement and Supply,"Holders of Certificate of Secondary Education Examination (CSEE)
with at least four (4) passes in non-religious subjects",3,100,"Local Fee: TSH. 1,800,000/="
,,"Holders of Basic Technician Certificate (NTA Level 4) in Procurement
and Supply, Clearing and Forwarding, Logistics Management OR
Advanced Certificate of Secondary Education Examination (ACSEE)
with at least one Principal pass and one Subsidiary in Principal
subjects",2,100,
